

VNUM	LOCALE_NAME
2051	Horseback Battle Bow+1
2052	Horseback Battle Bow+2
2053	Horseback Battle Bow+3
2054	Horseback Battle Bow+4
2055	Horseback Battle Bow+5
2056	Horseback Battle Bow+6
2057	Horseback Battle Bow+7
2058	Horseback Battle Bow+8
2059	Horseback Battle Bow+9
2060	Copper Crafted Bow+0
2061	Copper Crafted Bow+1
2062	Copper Crafted Bow+2
2063	Copper Crafted Bow+3
2064	Copper Crafted Bow+4
2065	Copper Crafted Bow+5
2066	Copper Crafted Bow+6
2067	Copper Crafted Bow+7
2068	Copper Crafted Bow+8
2069	Copper Crafted Bow+9
2070	Black Ruin Bow+0
2071	Black Ruin Bow+1
2072	Black Ruin Bow+2
2073	Black Ruin Bow+3
2074	Black Ruin Bow+4
2075	Black Ruin Bow+5
2076	Black Ruin Bow+6
2077	Black Ruin Bow+7
2078	Black Ruin Bow+8
2079	Black Ruin Bow+9
2080	Red Eye Bow+0
2081	Red Eye Bow+1
2082	Red Eye Bow+2
2083	Red Eye Bow+3
2084	Red Eye Bow+4
2085	Red Eye Bow+5
2086	Red Eye Bow+6
2087	Red Eye Bow+7
2088	Red Eye Bow+8
2089	Red Eye Bow+9
2090	Thorn Leaf Bow+0
2091	Thorn Leaf Bow+1
2092	Thorn Leaf Bow+2
2093	Thorn Leaf Bow+3
2094	Thorn Leaf Bow+4
2095	Thorn Leaf Bow+5
2096	Thorn Leaf Bow+6
2097	Thorn Leaf Bow+7
2098	Thorn Leaf Bow+8
2099	Thorn Leaf Bow+9
2100	Bull's Horn Bow+0
2101	Bull's Horn Bow+1
2102	Bull's Horn Bow+2
2103	Bull's Horn Bow+3
2104	Bull's Horn Bow+4
2105	Bull's Horn Bow+5
2106	Bull's Horn Bow+6
2107	Bull's Horn Bow+7
2108	Bull's Horn Bow+8
2109	Bull's Horn Bow+9
2110	Unicorn Bow+0
2111	Unicorn Bow+1
2112	Unicorn Bow+2
2113	Unicorn Bow+3
2114	Unicorn Bow+4
2115	Unicorn Bow+5
2116	Unicorn Bow+6
2117	Unicorn Bow+7
2118	Unicorn Bow+8
2119	Unicorn Bow+9
2120	Giant Wing Bow+0
2121	Giant Wing Bow+1
2122	Giant Wing Bow+2
2123	Giant Wing Bow+3
2124	Giant Wing Bow+4
2125	Giant Wing Bow+5
2126	Giant Wing Bow+6
2127	Giant Wing Bow+7
2128	Giant Wing Bow+8
2129	Giant Wing Bow+9
2130	Divine Apricot Bow+0
2131	Divine Apricot Bow+1
2132	Divine Apricot Bow+2
2133	Divine Apricot Bow+3
2134	Divine Apricot Bow+4
2135	Divine Apricot Bow+5
2136	Divine Apricot Bow+6
2137	Divine Apricot Bow+7
2138	Divine Apricot Bow+8
2139	Divine Apricot Bow+9
2140	Yellow Dragon Bow+0
2141	Yellow Dragon Bow+1
2142	Yellow Dragon Bow+2
2143	Yellow Dragon Bow+3
2144	Yellow Dragon Bow+4
2145	Yellow Dragon Bow+5
2146	Yellow Dragon Bow+6
2147	Yellow Dragon Bow+7
2148	Yellow Dragon Bow+8
2149	Yellow Dragon Bow+9
2150	Antler Bow+0
2151	Antler Bow+1
2152	Antler Bow+2
2153	Antler Bow+3
2154	Antler Bow+4
2155	Antler Bow+5
2156	Antler Bow+6
2157	Antler Bow+7
2158	Antler Bow+8
2159	Antler Bow+9
2160	Giant Devil Bow+0
2161	Giant Devil Bow+1
2162	Giant Devil Bow+2
2163	Giant Devil Bow+3
2164	Giant Devil Bow+4
2165	Giant Devil Bow+5
2166	Giant Devil Bow+6
2167	Giant Devil Bow+7
2168	Giant Devil Bow+8
2169	Giant Devil Bow+9
2170	Crow Steel Bow+0
2171	Crow Steel Bow+1
2172	Crow Steel Bow+2
2173	Crow Steel Bow+3
2174	Crow Steel Bow+4
2175	Crow Steel Bow+5
2176	Crow Steel Bow+6
2177	Crow Steel Bow+7
2178	Crow Steel Bow+8
2179	Crow Steel Bow+9
2180	Blue Dragon Bow+0
2181	Blue Dragon Bow+1
2182	Blue Dragon Bow+2
2183	Blue Dragon Bow+3
2184	Blue Dragon Bow+4
2185	Blue Dragon Bow+5
2186	Blue Dragon Bow+6
2187	Blue Dragon Bow+7
2188	Blue Dragon Bow+8
2189	Blue Dragon Bow+9
2190	Ghost Crossbow+0
2191	Ghost Crossbow+1
2192	Ghost Crossbow+2
2193	Ghost Crossbow+3
2194	Ghost Crossbow+4
2195	Ghost Crossbow+5
2196	Ghost Crossbow+6
2197	Ghost Crossbow+7
2198	Ghost Crossbow+8
2199	Ghost Crossbow+9
2300	Divine Apricot Bow+9
2301	Divine Apricot Bow+9
2302	Divine Apricot Bow+9
2303	Divine Apricot Bow+9
2304	Divine Apricot Bow+9
2305	Divine Apricot Bow+9
2306	Divine Apricot Bow+9
2307	Divine Apricot Bow+9
2308	Divine Apricot Bow+9
2309	Divine Apricot Bow+9
2310	Yellow Dragon Bow+9
2311	Yellow Dragon Bow+9
2312	Yellow Dragon Bow+9
2313	Yellow Dragon Bow+9
2314	Yellow Dragon Bow+9
2315	Yellow Dragon Bow+9
2316	Yellow Dragon Bow+9
2317	Yellow Dragon Bow+9
2318	Yellow Dragon Bow+9
2319	Yellow Dragon Bow+9
2330	Giant Devil Bow+9
2331	Giant Devil Bow+9
2332	Giant Devil Bow+9
2333	Giant Devil Bow+9
2334	Giant Devil Bow+9
2335	Giant Devil Bow+9
2336	Giant Devil Bow+9
2337	Giant Devil Bow+9
2338	Giant Devil Bow+9
2339	Giant Devil Bow+9
2340	Crow Steel Bow+9
2341	Crow Steel Bow+9
2342	Crow Steel Bow+9
2343	Crow Steel Bow+9
2344	Crow Steel Bow+9
2345	Crow Steel Bow+9
2346	Crow Steel Bow+9
2347	Crow Steel Bow+9
2348	Crow Steel Bow+9
2349	Crow Steel Bow+9
2350	Blue Dragon Bow+9
2351	Blue Dragon Bow+9
2352	Blue Dragon Bow+9
2353	Blue Dragon Bow+9
2354	Blue Dragon Bow+9
2355	Blue Dragon Bow+9
2356	Blue Dragon Bow+9
2357	Blue Dragon Bow+9
2358	Blue Dragon Bow+9
2359	Blue Dragon Bow+9
2360	Ghost Crossbow+9
2361	Ghost Crossbow+9
2362	Ghost Crossbow+9
2363	Ghost Crossbow+9
2364	Ghost Crossbow+9
2365	Ghost Crossbow+9
2366	Ghost Crossbow+9
2367	Ghost Crossbow+9
2368	Ghost Crossbow+9
2369	Ghost Crossbow+9
3000	Glaive+0
3001	Glaive+1
3002	Glaive+2
3003	Glaive+3
3004	Glaive+4
3005	Glaive+5
3006	Glaive+6
3007	Glaive+7
3008	Glaive+8
3009	Glaive+9
3010	Spear+0
3011	Spear+1
3012	Spear+2
3013	Spear+3
3014	Spear+4
3015	Spear+5
3016	Spear+6
3017	Spear+7
3018	Spear+8
3019	Spear+9
3020	Guillotine Blade+0
3021	Guillotine Blade+1
3022	Guillotine Blade+2
3023	Guillotine Blade+3
3024	Guillotine Blade+4
3025	Guillotine Blade+5
3026	Guillotine Blade+6
3027	Guillotine Blade+7
3028	Guillotine Blade+8
3029	Guillotine Blade+9
3030	Spider Spear+0
3031	Spider Spear+1
3032	Spider Spear+2
3033	Spider Spear+3
3034	Spider Spear+4
3035	Spider Spear+5
3036	Spider Spear+6
3037	Spider Spear+7
3038	Spider Spear+8
3039	Spider Spear+9
3040	Gisarme+0
3041	Gisarme+1
3042	Gisarme+2
3043	Gisarme+3
3044	Gisarme+4
3045	Gisarme+5
3046	Gisarme+6
3047	Gisarme+7
3048	Gisarme+8
3049	Gisarme+9
3050	War Scythe+0
3051	War Scythe+1
3052	War Scythe+2
3053	War Scythe+3
3054	War Scythe+4
3055	War Scythe+5
3056	War Scythe+6
3057	War Scythe+7
3058	War Scythe+8
3059	War Scythe+9
3060	Military Fork+0
3061	Military Fork+1
3062	Military Fork+2
3063	Military Fork+3
3064	Military Fork+4
3065	Military Fork+5
3066	Military Fork+6
3067	Military Fork+7
3068	Military Fork+8
3069	Military Fork+9
3070	Halberd+0
3071	Halberd+1
3072	Halberd+2
3073	Halberd+3
3074	Halberd+4
3075	Halberd+5
3076	Halberd+6
3077	Halberd+7
3078	Halberd+8
3079	Halberd+9
3080	Giant Axe+0
3081	Giant Axe+1
3082	Giant Axe+2
3083	Giant Axe+3
3084	Giant Axe+4
3085	Giant Axe+5
3086	Giant Axe+6
3087	Giant Axe+7
3088	Giant Axe+8
3089	Giant Axe+9
3090	Glacial Peak+0
3091	Glacial Peak+1
3092	Glacial Peak+2
3093	Glacial Peak+3
3094	Glacial Peak+4
3095	Glacial Peak+5
3096	Glacial Peak+6
3097	Glacial Peak+7
3098	Glacial Peak+8
3099	Glacial Peak+9
3100	Twelve Spirit Sword+0
3101	Twelve Spirit Sword+1
3102	Twelve Spirit Sword+2
3103	Twelve Spirit Sword+3
3104	Twelve Spirit Sword+4
3105	Twelve Spirit Sword+5
3106	Twelve Spirit Sword+6
3107	Twelve Spirit Sword+7
3108	Twelve Spirit Sword+8
3109	Twelve Spirit Sword+9
3110	Salvation Blade+0
3111	Salvation Blade+1
3112	Salvation Blade+2
3113	Salvation Blade+3
3114	Salvation Blade+4
3115	Salvation Blade+5
3116	Salvation Blade+6
3117	Salvation Blade+7
3118	Salvation Blade+8
3119	Salvation Blade+9
3120	Lion Slayer+0
3121	Lion Slayer+1
3122	Lion Slayer+2
3123	Lion Slayer+3
3124	Lion Slayer+4
